28.60    140.63   SUIYO_SEAMOUNT                Izu_Is-Japan         Submarine_volcano   Fumarolic
28.32    140.57   MOKUYO_SEAMOUNT               Izu_Is-Japan         Submarine_volcano   Fumarolic
28.60    140.63   DOYO_SEAMOUNT                 Izu_Is-Japan         Submarine_volcano   Fumarolic
27.243   140.877  NISHINO-SHIMA                 Volcano_Is-Japan     Caldera             Historical
26.67    141.00   KAIKATA_SEAMOUNT              Volcano_Is-Japan     Submarine_volcano   Fumarolic
26.13    144.48   UNNAMED                       Volcano_Is-Japan     Submarine_volcano_? Uncertain
26.122   141.102  KAITOKU_SEAMOUNT              Volcano_Is-Japan     Submarine_volcano   Historical
25.43    141.23   KITA-IWO-JIMA                 Volcano_Is-Japan     Stratovolcano       Historical
24.75    141.33   IOTO                          Volcano_Is-Japan     Caldera             Historical
26.122   141.102  KITA-FUKUTOKUTAI              Volcano_Is-Japan     Submarine_volcano   Historical
24.28    141.485  FUKUTOKU-OKNABA               Volcano_Is-Japan     Submarine_volcano   Historical
23.507   141.905  MINAMI-HIYOSHI                Volcano_Is-Japan     Submarine_volcano   Historical
23.075   142.308  NIKKO                         Volcano_Is-Japan     Submarine_volcano   Uncertain
21.925   143.442  FUKUJIN                       Volcano_Is-Japan     Submarine_volcano   Historical
21.77    143.72   KASUGA                        Volcano_Is-Japan     Submarine_volcano   Historical
21.60    143.637  MINAMI_KASUGA                 Volcano_Is-Japan     Submarine_volcano   Holocene
21.485   143.637  NW_EIFUKU                     Volcano_Is-Japan     Submarine_volcano   Fumarolic
21.324   144.197  DAIKOKU                       Volcano_Is-Japan     Submarine_volcano   Fumarolic
21.00    142.90   UNNAMED                       Mariana_Is-C_Pac     Submarine_volcano_? Uncertain
20.30    143.20   UNNAMED                       Mariana_Is-C_Pac     Submarine_volcano_? Uncertain
20.53    144.90   FARALLON_DE_PAJAROS           Mariana_Is-C_Pac     Stratovolcano       Historical
20.43    145.03   AHYI                          Mariana_Is-C_Pac     Submarine_volcano   Uncertain
20.13    145.10   SUPPLY_REEF                   Mariana_Is-C_Pac     Submarine_volcano   Hydrophonic
20.02	 145.22	  MAUG_ISLANDS			Mariana_Is-C_Pac     Stratovolcano       Fumarolic
19.67    145.40   ASUNCION                      Mariana_Is-C_Pac     Stratovolcano       Historical
18.77    145.67   AGRIGAN                       Mariana_Is-C_Pac     Stratovolcano       Historical
18.13    145.80   PAGAN                         Mariana_Is-C_Pac     Stratovolcanoes     Historical
17.60    145.83   ALAMAGAN                      Mariana_Is-C_Pac     Stratovolcano       Radiocarbon
17.32    145.85   GUGUAN                        Mariana_Is-C_Pac     Stratovolcano       Historical
16.88	 145.85   ZEALANDIA_BANK		Mariana_Is-C_Pac     Stratovolcano       Fumarolic
16.708   145.78   SARIGAN                       Mariana_Is-C_Pac     Stratovolcano       Holocene
16.58    145.78   SOUTH_SARIGAN_SEAMOUNT        Mariana_Is-C_Pac     Stratovolcano       Historical
16.35    145.67   ANATAHAN                      Mariana_Is-C_Pac     Stratovolcano       Holocene
15.93	 145.67   EAST_DIAMANTE			Mariana_Is-C_Pac     Submarine_volcano   Fumarolic
15.62    145.57   RUBY                          Mariana_Is-C_Pac     Submarine_volcano   Hydrophonic
15.00    145.25   ESMERALDA_BANK                Mariana_Is-C_Pac     Submarine_volcano   Fumarolic
13.40	 143.92   NW_ROTA-1			Mariana_Is-C_Pac     Submarine_volcano   Fumarolic
16.58    145.78   FORECAST_SEAMOUNT             Mariana_Is-C_Pac     Submarine_volcano   Fumarolic
13.25    144.02   SEAMOUNT_X                    Mariana_Is-C_Pac     Submarine_volcano   Fumarolic
41.50    139.37   OSHIMA-OSHIMA                 Hokkaido-Japan       Stratovolcano       Historical
41.80    141.17   E-SAN_                        Hokkaido-Japan       Stratovolcano       Historical
42.07    140.68   KOMAGA-TAKE                   Hokkaido-Japan       Stratovolcano       Historical
42.12    140.45   NIGORIGAWA                    Hokkaido-Japan       Hydrothermal_field  Pleistocene-Fumarolic
42.53    140.83   USU                           Hokkaido-Japan       Stratovolcano       Historical
42.88    140.63   IWAONUPURI                    Hokkaido-Japan       Stratovolcanoes     Holocene
42.83    140.82   YOTEI                         Hokkaido-Japan       Stratovolcano       Radiocarbon
42.767   140.916  SHIRIBETSU                    Hokkaido-Japan       Stratovolcano_?     Holocene
42.50    141.18   KUTTARA                       Hokkaido-Japan       Stratovolcano       Tephrochronology
42.70    141.333  SHIKOTSU                      Hokkaido-Japan       Caldera             Historical
45.18    141.25   RISHIRI                       Hokkaido-Japan       Stratovolcano       Radiocarbon
43.42    142.68   TOKACHI                       Hokkaido-Japan       Stratovolcanoes     Historical
43.68    142.88   DAISETSU                      Hokkaido-Japan       Stratovolcanoes     Tephrochronology
43.45    143.03   NIPESOTSU-UPEPESANKE          Japan                Lava_domes          Historical
43.28    143.08   SHIKARIBETSU_GROUP            Hokkaido-Japan       Lava_domes          Holocene
43.38    144.02   AKAN                          Hokkaido-Japan       Caldera             Historical
43.55    144.43   KUTCHARO                      Hokkaido-Japan       Caldera             Tephrochronology
43.57    144.57   MASHU                         Hokkaido-Japan       Caldera             Radiocarbon
44.073   145.125  RAUSU                         Hokkaido-Japan       Stratovolcano       Holocene
44.13    145.17   SHIRETOKO-IWO-ZAN             Hokkaido             Stratovolcano       Historical
43.85    145.53   GOLOVNIN                      Kurile_Is            Caldera             Historical
43.98    145.70   MENDELEEV                     Kurile_Is            Stratovolcano       Historical
44.43    146.13   SMIRNOV                       Kurile_Is            Stratovolcano       Holocene
44.358   146.27   TIATIA                        Kurile_Is            Stratovolcano       Historical
44.47    146.93   BERUTARUBE                    Kurile_Is            Stratovolcano       Holocene
44.62    147.00   LVINAYA_PAST                  Kurile_Is            Stratovolcano       Radiocarbon
44.804   147.13   ATSONUPURI                    Kurile_Is            Stratovolcano       Historical
44.83    147.37   BOGATYR_RIDGE                 Kurile_Is            Stratovolcano       Holocene
45.03    147.208  UNNAMED                       Kurile_Is            Submarine_volcano   Uncertain
45.02    147.87   GROZNY_GROUP                  Kurile_Is            Complex_volcanoes   Historical
45.10    148.02   BARANSKY                      Kurile_Is            Stratovolcano       Historical
45.38    147.92   CHIRIP                        Kurile_Is            Stratovolcanoes     Historical
45.25    148.35   GOLETS-TORNYI_GROUP           Kurile_Is            Pyroclastic_cones   Holocene?
45.38    148.83   MEDVEZHIA                     Kurile_Is            Somma_volcano       Historical
45.50    148.85   DEMON                         Kurile_Is            Stratovolcano       Holocene
45.77    149.68   IVAO_GROUP                    Kurile_Is            Cinder_cones        Holocene
45.88    149.83   RUDAKOV                       Kurile_Is            Stratovolcano       Holocene?
45.93    149.92   TRI_SESTRY                    Kurile_Is            Stratovolcano       Holocene?
46.042   150.05   KOLOKOL_GROUP                 Kurile_Is            Somma_volcanoes     Historical
46.10    150.50   UNNAMED                       Kurile_Is            Submarine_volcano_? Uncertain
46.525   150.875  CHIRPOI                       Kurile_Is            Caldera             Historical
46.47    151.28   UNNAMED                       Kurile_Is            Submarine_volcano   Hydrophonic
46.82    151.78   MILNE                         Kurile_Is            Somma_volcano       Holocene
46.83    151.75   GORIASCHAIA_SOPKA             Kurile_Is            Stratovolcano       Historical
46.925   151.95   ZAVARITZKI_CALDERA            Kurile_Is            Caldera             Historical
47.02    152.12   PREVO_PEAK                    Kurile_Is            Stratovolcano       Historical
47.12    152.23   URATAMAN                      Kurile_Is            Somma_volcano       Holocene
47.35    152.475  KETOI                         Kurile_Is            Stratovolcano       Historical
47.52    152.80   USHISHUR                      Kurile_Is            Caldera             Historical
47.60    152.92   SREDNII                       Kurile_Is            Submarine_volcano   Holocene
47.77    153.02   RASSHUA                       Kurile_Is            Stratovolcano       Historical
48.08    153.33   UNNAMED                       Kurile_Is            Submarine_volcano   Historical
48.092   153.20   SARYCHEV_PEAK                 Kurile_Is            Stratovolcano       Historical
48.292   153.25   RAIKOKE                       Kurile_Is            Stratovolcano       Historical
48.98    153.48   CHIRINKOTAN                   Kurile_Is            Stratovolcano       Historical
48.958   153.93   EKARMA                        Kurile_Is            Stratovolcano       Historical
48.77    154.02   KUNTOMINTAR                   Kurile_Is            Hydrothermal_field  Pleistocene-Fumarolic
48.875   154.175  SINARKA                       Kurile_Is            Stratovolcano       Historical
49.12    154.508  KHARIMKOTAN                   Kurile_Is            Stratovolcano       Historical
49.35    154.70   TAO-RUSYR_CALDERA             Kurile_Is            Stratovolcano       Historical
49.57    154.808  NEMO_PEAK                     Kurile_Is            Caldera             Historical
50.20    154.98   SHIRINKI                      Kurile_Is            Stratovolcano       Holocene
50.27    155.25   FUSS_PEAK                     Kurile_Is            Stratovolcano       Historical
50.13    155.37   KARPINSKY_GROUP               Kurile_Is            Cones               Historical
50.25    155.43   LOMONOSOV_GROUP               Kurile_Is            Cinder_cones        Holocene
50.325   155.458  CHIKURACHKI                   Kurile_Is            Stratovolcanoes     Historical
50.55    155.97   VERNADSKII_RIDGE              Kurile_Is            Cinder_cones        Holocene
50.68    156.02   EBEKO                         Kurile_Is            Somma_volcano       Historical
50.858   155.55   ALAID                         Kurile_Is            Stratovolcano       Historical
51.10    156.72   MASHKOVTSEV                   Kamchatka            Stratovolcano       Holocene
51.30    156.87   KAMBALNY                      Kamchatka            Stratovolcano       Holocene
51.357   156.75   KOSHELEV                      Kamchatka            Stratovolcano       Historical
51.57    156.60   YAVINSKY                      Kamchatka            Cinder_cone         Holocene
51.43    156.93   DIKY_GREBEN                   Kamchatka            Lava_domes          Radiocarbon
51.45	 157.12   KURILE_LAKE			Kamchatka            Caldera	         Radiocarbon
51.49    157.20   ILYINSKY                      Kamchatka            Stratovolcano       Historical
51.57    157.323  ZHELTOVSKY                    Kamchatka            Stratovolcano       Historical
51.65    157.35   KELL                          Kamchatka            Stratovolcano       Holocene
51.75    157.27   BELENKAYA                     Kamchatka            Stratovolcano       Holocene
51.80    157.53   KSUDACH                       Kamchatka            Shield_volcano      Historical
51.88    157.38   OZERNOY                       Kamchatka            Shield_volcano      Holocene
52.02    157.53   OLKOVIY_VOLC_GROUP            Kamchatka            Volcanic_field      Holocene
52.063   157.703  KHODUTKA                      Kamchatka            Stratovolcanoes     Radiocarbon
52.113   157.849  PIRATKOVSKY                   Kamchatka            Stratovolcano       Holocene
52.077   157.477  OLKOVIY                       Kamchatka            Shield_volcano      Holocene
52.146   157.322  OSTANETS                      Kamchatka            Shield_volcanoes    Holocene
52.22    157.428  OTDELNIY                      Kamchatka            Shield_volcanoes    Holocene
52.33    157.33   UNNAMED                       Kamchatka            Pyroclastic_cones   Holocene
52.25    157.60   TUNDROVIY                     Kamchatka            Shield_volcanoes    Holocene
52.263   157.787  GOLAYA                        Kamchatka            Stratovolcano       Holocene
52.355   157.827  ASACHA                        Kamchatka            Complex_volcano     Holocene
52.43    157.93   VISOKIY                       Kamchatka            Stratovolcano       Holocene
52.453   158.195  MUTNOVSKY                     Kamchatka            Complex_volcano     Historical
52.558   158.03   GORELY                        Kamchatka            Caldera             Historical
52.543   157.335  OPALA                         Kamchatka            Caldera             Radiocarbon
52.57    157.02   UNNAMED                       Kamchatka            Cinder_cone         Holocene
52.63    157.58   TOLMACHEV_DOL                 Kamchatka            Cinder_cones        Holocene
52.68    158.30   VILYUCHIK                     Kamchatka            Stratovolcano       Tephrochronology
52.823   158.27   BARKHATNAYA_SOPKA             Kamchatka            Lava_domes          Tephrochronology
52.92    158.52   UNNAMED                       Kamchatka            Shield_volcanoes    Holocene
52.88    158.30   UNNAMED                       Kamchatka            Shield_volcanoes    Holocene
52.90    157.78   BOLSHE-BANNAYA                Kamchatka            Lava_domes          Holocene
53.32    158.688  KORYAKSKY                     Kamchatka            Stratovolcano       Historical
53.255   158.83   AVACHINSKY                    Kamchatka            Stratovolcano       Historical
53.637   158.922  DZENZURSKY                    Kamchatka            Compound_volcano    Holocene
53.59    159.147  ZHUPANOVSKY                   Kamchatka            Compound_volcano    Historical
53.63    158.42   VEER                          Kamchatka            Cinder_cones        Historical
53.83	 158.05   KOSTAKAN			Kamchatka            Cinder_cones        Holocene
53.905   158.07   BAKENING                      Kamchatka            Stratovolcano       Tephrochronology
53.905   158.385  ZAVARITSKY                    Kamchatka            Stratovolcano       Holocene
53.98    159.45   AKADEMIA_NAUK                 Kamchatka            Stratovolcanoes     Holocene
54.05    159.43   KARYMSKY                      Kamchatka            Stratovolcano       Historical
54.13    159.67   MALY_SEMIACHIK                Kamchatka            Caldera             Historical
54.32    160.02   BOLSHOI_SEMIACHIK             Kamchatka            Stratovolcanoes     Radiocarbon
54.53    159.80   TAUNSHITS                     Kamchatka            Stratovolcano       Radiocarbon
54.50    159.97   UZON                          Kamchatka            Calderas            Radiocarbon
54.487   160.253  KIKHPINYCH                    Kamchatka            Stratovolcanoes     Radiocarbon
54.593   160.273  KRASHENINNIKOV                Kamchatka            Caldera             Radiocarbon
54.753   160.527  KRONOTSKY                     Kamchatka            Stratovolcano       Historical
54.92    160.03   SCHMIDT                       Kamchatka            Shield_volcano      Holocene
54.973   160.702  GAMCHEN                       Kamchatka            Complex_volcano     Holocene
55.032   160.72   KOMAROV                       Kamchatka            Stratovolcano       Holocene
55.07    160.77   VYSOKY                        Kamchatka            Stratovolcano       Holocene
55.13    160.32   KIZIMEN                       Kamchatka            Stratovolcano       Historical
55.23    160.587  IULT                          Kamchatka            Stratovolcano       Holocene
55.92    161.75   UNNAMED                       Kamchatka            Cinder_cones        Holocene?
55.83    160.33   TOLBACHIK                     Kamchatka            Shield_volcano      Historical
55.755   160.527  UDINA                         Kamchatka            Stratovolcanoes     Holocene
55.862   160.603  ZIMINA                        Kamchatka            Stratovolcanoes     Holocene
55.978   160.587  BEZYMIANNY                    Kamchatka            Stratovolcano       Historical
56.02    160.593  KAMEN                         Kamchatka            Stratovolcano       Holocene
56.057   160.638  KLIUCHEVSKOI                  Kamchatka            Stratovolcano       Historical
56.105   160.47   USHKOVSKY                     Kamchatka            Compound_volcano    Historical
56.38    160.83   ZARECHNY                      Kamchatka            Somma_volcano       Holocene
56.53    160.87   UNNAMED                       Kamchatka            Cinder_cones        Holocene
56.653   161.36   SHIVELUCH                     Kamchatka            Stratovolcano       Historical
55.42    167.33   PIIP                          Kamchatka-E_of       Submarine_volcano   Tephrochronology
54.75    157.38   KHANGAR                       Kamchatka            Stratovolcano       Radiocarbon
55.55    157.47   CHERPUK_GROUP			Kamchatka            Pyroclastic_cones   Radiocarbon
55.68    157.73   ICHINSKY                      Kamchatka            Stratovolcano       Holocene
55.82    157.98   MALY_PAYALPAN                 Kamchatka            Shield_volcanoes    Holocene
55.88    157.78   BOLSHOY_PAYALPAN              Kamchatka            Shield_volcanoes    Holocene
55.20    158.47   PLOSKY                        Kamchatka            Shield_volcano      Holocene?
55.43    158.65   AKHTANG                       Kamchatka            Shield_volcano      Holocene?
55.58    158.38   KOZYREVSKY                    Kamchatka            Shield_volcano      Holocene?
55.65    158.80   ROMANOVKA                     Kamchatka            Stratovolcano       Holocene?
56.08    158.38   UKSICHAN                      Kamchatka            Shield_volcano      Holocene?
56.47    157.80   BOLSHOY-KEKUKNAYSKY           Kamchatka            Shield_volcanoes    Holocene
56.37    158.37   KULKEV                        Kamchatka            Shield_volcano      Holocene?
56.33    158.67   GEODESISTOY                   Kamchatka            Shield_volcano      Holocene?
56.32    158.83   ANAUN                         Kamchatka            Stratovolcano       Holocene?
56.37    159.03   KRAINY                        Kamchatka            Shield_volcano      Holocene?
56.40    158.85   KEKURNY                       Kamchatka            Shield_volcanoes    Holocene?
56.57    158.52   EGGELLA                       Kamchatka            Shield_volcano      Holocene?
56.82    158.95   UNNAMED                       Kamchatka            Shield_volcano      Holocene?
56.52    159.53   VERKHOVOY                     Kamchatka            Shield_volcano      Holocene?
56.70    159.65   ALNEY-CHASHAKONDZHA           Kamchatka            Stratovolcano       Holocene
56.82    159.67   CHERNY                        Kamchatka            Stratovolcano       Holocene?
56.85    159.80   POGRANYCHNY                   Kamchatka            Shield_volcanoes    Holocene?
56.88    159.95   ZAOZERNY                      Kamchatka            Shield_volcanoes    Holocene?
56.97    159.78   BLIZNETS                      Kamchatka            Stratovolcano       Holocene
57.10    159.93   KEBENEY                       Kamchatka            Shield_volcano      Holocene
57.13    160.40   FEDOTYCH                      Kamchatka            Shield_volcano      Holocene
57.15    161.08   SHISEIKA			Kamchatka            Lava_dome           Radiocarbon
57.20    160.40   TERPUK	                Kamchatka            Shield_volcano      Radiocarbon
57.23    160.08   SEDANKINSKY                   Kamchatka            Shield_volcano      Holocene
57.33    160.20   GORNY_INSTITUTE               Kamchatka            Stratovolcano       Holocene
57.30    159.83   LEUTONGEY                     Kamchatka            Shield_volcano      Holocene?
57.32    159.97   TUZOVSKY                      Kamchatka            Shield_volcanoes    Holocene?
57.35    160.97   KINENIN			Kamchatka            Maar	         Radiocarbon
57.35    161.37   BLIZNETSKY			Kamchatka            Lava_cone	         Radiocarbon
57.40    160.10   TITILA                        Kamchatka            Shield_volcano      Holocene
57.43    160.20   MEZHDUSOPOCHNY                Kamchatka            Shield_volcano      Holocene?
57.45    160.37   SHISHEL                       Kamchatka            Shield_volcano      Holocene?
57.53    160.53   ELOVSKY                       Kamchatka            Shield_volcanoes    Holocene
57.70    160.40   ALNGEY                        Kamchatka            Stratovolcano       Holocene?
57.70    160.58   UKA                           Kamchatka            Shield_volcano      Holocene?
57.80    160.67   KAILENEY                      Kamchatka            Shield_volcano      Holocene?
57.83    160.25   PLOSKY                        Kamchatka            Shield_volcano      Holocene?
57.88    160.53   BELY                          Kamchatka            Shield_volcanoes    Holocene?
57.97    160.65   NYLGIMELKIN                   Kamchatka            Shield_volcanoes    Radiocarbon
58.02    160.75   SNEZHNIY                      Kamchatka            Shield_volcano      Holocene?
58.08    160.77   IKTUNUP                       Kamchatka            Shield_volcanoes    Holocene?
58.13    160.82   SPOKOINY                      Kamchatka            Stratovolcano       Radiocarbon
58.18    160.82   OSTRY                         Kamchatka            Stratovolcanoes     Holocene
58.20    160.97   SNEGOVOY                      Kamchatka            Shield_volcano      Holocene?
58.28    160.87   SEVERNY                       Kamchatka            Shield_volcano      Holocene
58.40    161.08   IETTUNUP                      Kamchatka            Shield_volcanoes    Holocene?
58.37    160.62   VOYAMPOLSKY                   Kamchatka            Shield_volcanoes    Holocene?
66.12    165.63   ALUCHIN_GROUP                 Russia-NE            Cones               Holocene?
67.17    165.20   ANJUISKY                      Russia-NE            Complex_volcano     Tephrochronology?
66.43    143.73   BALAGAN-TAS                   Russia-NE            Cinder_cone         Historical
44.50    135.50   SIKHOTE-ALIN           	Russia-SE            Volcanic_field      Holocene
56.33    118.07   NE_UDOKAN_PLATEAU             Russia-SE            Volcanic_field      Holocene
56.18    117.47   UDOKAN_PLATEAU                Russia-SE            Shield_volcanoes    Radiocarbon
53.70    113.30   VITIM_PLATEAU                 Russia-SE            Cinder_cones        Holocene
51.50    102.50   TUNKIN_DEPRESSION             Russia-SE            Volcanic_field      Holocene?
50.52    103.25   DGIDA_BASIN                   Russia-SE            Cinder_cones        Holocene?
52.70     98.98   OKA_PLATEAU	                Russia-SE            Cinder_cones        Holocene
52.33     98.00   AZAS_PLATEAU	                Russia-SE            Volcanic_field      Holocene
48.17     99.70   TARYATU-CHULUTU               Mongolia             Volcanic_field      Holocene
48.67    102.75   KHANUY_GOL                    Mongolia             Volcanic_field      Holocene
47.12    109.08   BUS-OBO                       Mongolia             Cinder_cone         Holocene?
45.33    114.00   DARIGANGA_VOLC_FIELD          Mongolia             Cinder_cones        Holocene
45.28    106.70   MIDDLE_GOBI                   Mongolia             Cinder_cones        Holocene?
42.90     89.25   TURFAN                        China-W              Cone                Historical
42.50     86.50   TIANSHAN_VOLC_GROUP           China-W              Volcanic_field      Historical
35.52     80.20   KUNLUN_VOLC_GROUP             China-W              Pyroclastic_cones   Historical
35.85     91.70   ARSHAN                        China-W              Volcanic_field      Holocene
40.00    113.28   DATONG                        China-E              Cinder_cones        Historical
41.47    113.00   HONGGEERTU                    China-E              Cinder_cones        Holocene?
49.37    125.92   KELUO_GROUP                   China-E              Pyroclastic_cones   Holocene
48.72    126.12   WUDALIANCHI                   China-E              Volcanic_field      Historical
44.08    128.83   JINGBO	                China-E              Volcanic_field      Radiocarbon
42.33    126.50   LONGGANG_GROUP                China-E              Cinder_cones        Radiocarbon
41.98    128.08   CHANGBAISHAN                  China-E              Stratovolcano       Historical
41.33    128.00   XIANJINDAO                    Korea                Unknown             Historical
38.33    127.33   CH'UGA-RYONG                  Korea                Shield_volcano      Holocene?
37.50    130.87   ULREUNG                       Korea                Stratovolcano       Radiocarbon
33.37    126.53   HALLA                         Korea                Shield_volcano      Historical
52.37    175.98   BULDIR                        Aleutian_Is          Stratovolcano       Holocene?
52.10    177.60   KISKA                         Aleutian_Is          Stratovolcano       Historical
52.02    178.13   SEGULA                        Aleutian_Is          Stratovolcano       Holocene
51.97    178.33   DAVIDOF                       Aleutian_Is          Stratovolcano       Holocene?
51.95    178.53   LITTLE_SITKIN                 Aleutian_Is          Stratovolcano       Historical
51.95    179.62   SEMISOPOCHNOI                 Aleutian_Is          Stratovolcano       Historical
51.78    -178.80  GARELOI                       Aleutian_Is         Stratovolcano       Historical
51.88    -178.13  TANAGA                        Aleutian_Is         Stratovolcanoes     Historical
51.87    -178.02  TAKAWANGHA                    Aleutian_Is         Stratovolcano       Holocene
51.90    -177.43  BOBROF                        Aleutian_Is         Stratovolcano       Holocene?
51.92    -177.17  KANAGA                        Aleutian_Is         Stratovolcano       Historical
51.93    -176.75  MOFFETT                       Aleutian_Is         Stratovolcano       Holocene
51.98    -176.60  ADAGDAK                       Aleutian_Is         Stratovolcano       Pleistocene-Hot_Springs
52.08    -176.13  GREAT_SITKIN                  Aleutian_Is         Stratovolcano       Historical
52.18    -175.50  KASATOCHI                     Aleutian_Is         Stratovolcano       Historical
52.22    -175.13  KONIUJI                       Aleutian_Is         Stratovolcano       Ar/Ar
52.03    -174.93  SERGIEF                       Aleutian_Is         Stratovolcano       Uncertain
52.332   -174.137 ATKA                          Aleutian_Is         Stratovolcanoes     Historical
52.381   -174.154 KOROVIN                       Aleutian_Is         Stratovolcanoes     Historical
52.32    -172.52  SEGUAM                        Aleutian_Is         Stratovolcanoes     Historical
52.50    -171.25  AMUKTA                        Aleutian_Is         Stratovolcano       Historical
52.57    -171.13  CHAGULAK                      Aleutian_Is         Stratovolcano       Holocene
52.63    -170.63  YUNASKA                       Aleutian_Is         Shield_volcano      Historical
52.75    -170.12  HERBERT                       Aleutian_Is         Stratovolcano       Holocene
52.90    -170.05  CARLISLE                      Aleutian_Is         Stratovolcano       Historical
52.82    -169.95  CLEVELAND                     Aleutian_Is         Stratovolcano       Historical
52.83    -169.77  TANA				Aleutian_Is         Stratovolcanoes     Holocene
53.07    -169.77  ULIAGA                        Aleutian_Is         Stratovolcano       Holocene
52.97    -169.72  KAGAMIL                       Aleutian_Is         Stratovolcano       Historical
53.13    -168.68  VSEVIDOF                      Aleutian_Is         Stratovolcano       Historical
53.15    -168.55  RECHESCHNOI                   Aleutian_Is         Stratovolcano       Holocene
53.42    -168.13  OKMOK                         Aleutian_Is         Stratovolcano       Historical
53.93    -168.03  BOGOSLOF                      Aleutian_Is         Submarine_volcano   Historical
53.90    -166.93  MAKUSHIN                      Aleutian_Is         Stratovolcano       Historical
53.98    -166.67  TABLE_TOP-WIDE_BAY            Aleutian_Is         Cinder_cones        Holocene?
54.13    -165.97  AKUTAN                        Aleutian_Is         Stratovolcano       Historical
54.52    -164.65  WESTDAHL                      Aleutian_Is         Stratovolcano       Historical
54.67    -164.35  FISHER                        Aleutian_Is         Stratovolcano       Historical
54.75    -163.97  SHISHALDIN                    Aleutian_Is         Stratovolcano       Historical
54.75    -163.73  ISANOTSKI                     Aleutian_Is         Stratovolcano       Uncertain
54.80    -163.60  ROUNDTOP                      Aleutian_Is         Stratovolcano       Holocene
55.42    -163.15  AMAK                          Aleutian_Is         Stratovolcano       Historical
55.07    -162.82  FROSTY                        Alaska_Peninsula    Stratovolcanoes     Holocene
55.18    -162.27  DUTTON                        Alaska_Peninsula    Stratovolcano       Holocene
55.33    -162.07  EMMONS_LAKE                   Alaska_Peninsula    Caldera             Holocene
55.42    -161.90  PAVLOF                        Alaska_Peninsula    Stratovolcano       Historical
55.45    -161.87  PAVLOF_SISTER                 Alaska_Peninsula    Stratovolcano       Historical
55.62    -161.22  DANA                          Alaska_Peninsula    Stratovolcano       Radiocarbon
55.913   -160.041 STEPOVAK_BAY_2                Alaska_Peninsula    Cinder_cones        Holocene
56.02    -159.80  KUPREANOF                     Alaska_Peninsula    Stratovolcano       Historical
56.17    -159.38  VENIAMINOF                    Alaska_Peninsula    Stratovolcano       Historical
56.53    -158.80  BLACK_PEAK                    Alaska_Peninsula    Stratovolcano       Radiocarbon
56.88    -158.17  ANIAKCHAK                     Alaska_Peninsula    Caldera             Historical
57.02    -157.18  YANTARNI                      Alaska_Peninsula    Stratovolcano       Tephrochronology
57.13    -157.00  CHIGINAGAK                    Alaska_Peninsula    Stratovolcano       Historical
57.38    -156.75  KIALAGVIK                     Alaska_Peninsula    Stratovolcano       Holocene
57.751   -156.368 UGASHIK-PEULIK                Alaska_Peninsula    Stratovolcano       Historical
57.832   -156.510 UKINREK_MAARS                 Alaska_Peninsula    Maars               Historical
57.87    -155.42  UNNAMED                       Alaska_Peninsula    Lava_dome           Holocene
58.17    -155.35  MARTIN                        Alaska_Peninsula    Stratovolcano       Historical
58.20    -155.25  MAGEIK                        Alaska_Peninsula    Stratovolcano       Historical
58.23    -155.08  TRIDENT                       Alaska_Peninsula    Stratovolcano       Historical
58.27    -154.98  KATMAI                        Alaska_Peninsula    Stratovolcano       Historical
58.27    -155.16  NOVARUPTA                     Alaska_Peninsula    Caldera             Historical
58.35    -155.10  GRIGGS                        Alaska_Peninsula    Stratovolcano       Holocene
58.33    -154.68  SNOWY_MOUNTAIN                Alaska_Peninsula    Stratovolcano       Radiocarbon
58.42    -154.45  DENISON                       Alaska_Peninsula    Stratovolcano       Uncertain
58.43    -154.40  STELLER                       Alaska_Peninsula    Unknown             Uncertain
58.47    -154.35  KUKAK                         Alaska_Peninsula    Stratovolcano       Fumarolic
58.48    -154.30  DEVILS_DESK                   Alaska_Peninsula    Stratovolcano       Uncertain
58.62    -154.05  KAGUYAK                       Alaska_Peninsula    Stratovolcano       Holocene
58.77    -153.68  FOURPEAKED                    Alaska_Peninsula    Stratovolcano       Uncertain
58.87    -153.55  DOUGLAS                       Alaska_Peninsula    Stratovolcano       Fumarolic
59.37    -153.42  AUGUSTINE                     Alaska-SW           Lava_domes          Historical
60.03    -153.08  ILIAMNA                       Alaska-SW           Stratovolcano       Historical
60.48    -152.75  REDOUBT                       Alaska-SW           Stratovolcano       Historical
61.30    -152.25  SPURR                         Alaska-SW           Stratovolcano       Historical
61.62    -152.48  HAYES                         Alaska-SW           Stratovolcano       Radiocarbon
57.18    -170.30  ST._PAUL_ISLAND               Alaska-W            Cinder_cones        Holocene
60.02    -166.33  NUNIVAK_ISLAND                Alaska-W            Shield_volcano      Holocene
61.43    -164.47  INGAKSLUGWAT_HILLS            Alaska-W            Cinder_cones        Holocene
63.45    -162.12  ST._MICHAEL                   Alaska-W            Cinder_cones        Anthropology
63.60    -170.43  KOOKOOLIGIT_MOUNTAINS         Alaska-W            Shield_volcano      Holocene
65.60    -163.92  IMURUK_LAKE                   Alaska-W            Shield_volcanoes    Radiocarbon
66.35    -164.33  ESPENBERG                     Alaska-W            Volcanic_field      Tephrochronology
64.07    -148.42  BUZZARD_CREEK                 Alaska-E            Tuff_rings          Radiocarbon
62.22    -144.13  SANFORD                       Alaska-E            Shield_volcano      Holocene?
62.00    -144.02  WRANGELL                      Alaska-E            Shield_volcano      Historical
